    1.65    2.29    7.70 1
    1.16    2.50    8.50 2
    1.00    1.87    7.13 2
    5.18    9.45    8.69 1
    4.40    9.59    8.15 2
    5.13    8.53    8.95 2
    6.85    4.72    2.72 1
    6.83    4.42    1.81 2
    7.65    4.34    3.08 2
    5.60    3.78    9.75 1
    5.27    3.74    8.85 2
    4.81    3.83   10.28 2
    0.35    4.73    7.24 1
   -0.52    5.12    7.23 2
    0.26    3.95    7.78 2
    3.04    0.26    6.68 1
    3.83    0.39    6.15 2
    2.79    1.14    6.96 2
    0.73    9.40    9.61 1
   -0.03    8.84    9.45 2
    0.58    9.78   10.47 2
    6.09    7.31    2.93 1
    5.17    7.21    2.66 2
    6.36    6.43    3.18 2
    6.87    8.08    5.46 1
    7.35    7.35    5.83 2
    6.58    7.76    4.60 2
    1.36    3.62    4.98 1
    2.22    3.34    5.30 2
    0.89    3.90    5.77 2
    2.85    0.54    1.72 1
    2.62    0.82    0.83 2
    2.00    0.46    2.17 2
    3.05    7.58    2.02 1
    3.17    8.52    1.85 2
    2.98    7.51    2.97 2
    3.08    5.18    8.21 1
    2.74    5.49    9.05 2
    2.31    5.16    7.63 2
    6.41    2.50    6.87 1
    6.37    1.55    7.02 2
    7.33    2.68    6.67 2
    7.66    0.00    2.16 1
    6.77   -0.20    2.45 2
    7.53    0.54    1.38 2
    4.88    5.66    6.19 1
    4.33    5.43    6.94 2
    5.05    4.82    5.75 2
    1.55    5.88    0.68 1
    2.03    6.56    1.14 2
    0.63    6.13    0.77 2
    1.43    8.00    7.50 1
    0.93    7.35    7.99 2
    1.35    8.80    8.03 2
    8.09    7.50    9.01 1
    8.37    7.35    9.91 2
    7.33    8.07    9.09 2
    9.26    2.70   -0.14 1
    9.30    2.80    0.81 2
    8.44    2.22   -0.29 2
    3.47    3.82    1.48 1
    2.94    4.62    1.51 2
    2.84    3.11    1.65 2
    0.02    3.81    2.50 1
    0.34    3.93    3.39 2
    0.72    4.17    1.95 2
    9.12    1.41    5.97 1
    9.40    0.50    5.83 2
    9.02    1.77    5.08 2
    4.21    3.01    5.38 1
    4.93    2.81    5.98 2
    4.24    2.31    4.73 2
    8.91    7.17    1.88 1
    8.06    7.13    2.32 2
    9.45    7.71    2.45 2
    9.51    8.47    5.25 1
   10.03    8.30    6.03 2
    8.60    8.44    5.56 2
    7.50    5.74    6.88 1
    7.62    6.46    7.50 2
    6.56    5.73    6.71 2
    4.77    0.37    3.59 1
    4.46   -0.44    3.99 2
    4.28    0.44    2.77 2
    3.19    7.72    4.85 1
    3.78    7.00    5.10 2
    3.06    8.21    5.66 2
    0.41    9.79    2.93 1
    0.30    9.43    3.81 2
   -0.48    9.87    2.59 2
    6.90    1.43    9.69 1
    6.34    2.20    9.67 2
    6.35    0.71    9.38 2
    5.10    6.84    9.35 1
    4.33    6.49    8.91 2
    5.55    6.06    9.69 2
